class name,time,location,instructors,dates,campus
PAF 7002 - Foundations of Policy Analysis,Th 6:25PM - 9:05PM,Paul Cejas Architecture 254,Sukumar Ganapati,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
PUP 4110 - Public Service Budgeting and Financial Management,Tu 2:00PM - 4:40PM,Paul Cejas Architecture 171,Hyewon Kang,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
URS 7644 - Managing Public Financial Resources,We 6:25PM - 9:05PM,Paul Cejas Architecture 150,Howard Frank,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REE 3043 - Real Estate Principles,Tu 7:50PM - 10:30PM,Green Library 139,Paul Black,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REE 4303 - Real Estate Invest,Tu 5:00PM - 7:40PM,Ryder Business 140,Thais Guevara,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REE 4433 - Legal Environment of Real Estate,Mo 7:50PM - 10:30PM,Mgmt and New Growth Opp 221,Suzanne Hollander,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REE 4956 - International Real Estate,We 5:00PM - 7:40PM,Ryder Business 130,Clay Dickinson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
GRE 3142 - New Testament Greek I,TuTh 9:30AM - 10:45AM,Graham Center 280,Erik Larson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,MoWeFr 11:00AM - 11:50AM,Ocean Bank Convoc Center 121,Adam Gorelick,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,MoWeFr 1:00PM - 1:50PM,Charles E. Perry (PC) 212,Eric Isaac,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,TuTh 9:30AM - 10:45AM,Charles E. Perry (PC) 424,"Saiyad Ahmad,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,TuTh 11:00AM - 12:15PM,Chem & Physics 197,Daniel Alvarez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,TuTh 12:30PM - 1:45PM,Charles E. Perry (PC) 424,Luisa Mulato,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,MoWeFr 12:00PM - 12:50PM,Chem & Physics 101,Alfonso Matas,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,Mo 2:00PM - 3:15PM,Chem & Physics 107,Oren Stier,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,Tu 5:00PM - 6:15PM,Charles E. Perry (PC) 426,Grisel d'Elena,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,Tu 3:00PM - 4:15PM,Ryder Business 130,Jeanette Smith,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,We 1:00PM - 2:15PM,Deuxieme Maison 110,Albert Wuaku,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,We 3:00PM - 4:15PM,Chem & Physics 197,Jeanette Smith,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,Th 12:30PM - 1:45PM,Graham Center 278A,Niurca Marquez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 2011 - Introduction to Religion,Mo 9:00AM - 10:15AM,Student Acad Success Cntr 202,Dr A Fernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3020 - Meditation and Spiritual Development,MoWeFr 10:00AM - 10:50AM,Chem & Physics 115,"Samani Pratibha Pragya,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3022 - Ritual in Religion and Culture,We 1:00PM - 2:15PM,Student Acad Success Cntr 302,Dr A Fernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3045 - Interreligious Dialogue,Mo 5:00PM - 7:40PM,Chem & Physics 107,Jeanette Smith,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3095 - Religion and Fantasy,Tu 5:00PM - 7:40PM,Chem & Physics 111,Jeanette Smith,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3250 - Jesus and the Early Christians,TuTh 11:00AM - 12:15PM,Chem & Physics 115,Erik Larson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3308 - Studies in World Religions,MoWeFr 11:00AM - 11:50AM,Chem & Physics 107,Raymond Awadzi,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3308 - Studies in World Religions,MoWeFr 12:00PM - 12:50PM,Charles E. Perry (PC) 213,Adam Gorelick,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3308 - Studies in World Religions,MoWeFr 2:00PM - 2:50PM,Charles E. Perry (PC) 428,Eric Isaac,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3308 - Studies in World Religions,TuTh 11:00AM - 12:15PM,SCH INTNL & PUB AFFAIRS 2 205,Carlos Grenier,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3308 - Studies in World Religions,TuTh 12:30PM - 1:45PM,Deuxieme Maison 193,Daniel Alvarez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3308 - Studies in World Religions,Mo 11:00AM - 12:15PM,Student Acad Success Cntr 351,To be Announced,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3308 - Studies in World Religions,We 1:00PM - 2:15PM,Chem & Physics 197,Grisel d'Elena,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3367 - Islamic Faith and Society,TuTh 12:30PM - 1:45PM,Charles E. Perry (PC) 443,Saiyad Ahmad,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 3505 - Introduction to Christianity,MoWeFr 3:00PM - 3:50PM,Charles E. Perry (PC) 425,"Joseph Holbrook,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 4150 - Spiritual Power & Spiritual Abuse,MoWeFr 11:00AM - 11:50AM,Deuxieme Maison 193,Eric Isaac,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 4461 - Topics in the Philosophy of Religion,MoWeFr 11:00AM - 11:50AM,Graham Center 285,Daniel Alvarez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 4910 - Independent Research,TBA,TBA,Aleksandra Restifo,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
REL 4910 - Independent Research,TBA,TBA,Aleksandra Restifo,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
RLG 5244 - Bible II: The New Testament,Tu 12:30PM - 1:45PM,Graham Center 283B,Erik Larson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
RLG 5262 - New Testament Greek Exegesis I,TuTh 9:30AM - 10:45AM,Graham Center 280,Erik Larson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
"RLG 5384 - Rasta, Vodou, Santeria",We 5:00PM - 7:40PM,SCH. INTER.&PUBLIC AFFAIRS 503,Albert Wuaku,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
RLG 5495 - Inter-religious Dialogue,Mo 5:00PM - 7:40PM,Chem & Physics 107,Jeanette Smith,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
RLG 6013 - Modern Analysis of Religion: Classic Texts in Religious Studies,Mo 10:00AM - 12:45PM,Chem & Physics 103,Aleksandra Restifo,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EGN 3910 - Human-centered Design within Systems and Society,TuTh 11:00AM - 12:15PM,Engineering Center 1105,Monica Cardella,08/26/2024 - 12/07/2024,Engineering Center
EGN 4943 - Interdisciplinary Capstone Design Project I,MoWe 1:00PM - 2:50PM,Engineering Center 2330,Monica Cardella,08/26/2024 - 12/07/2024,Engineering Center
EGN 4944 - Interdisciplinary Capstone Design Project II,MoWe 3:00PM - 4:50PM,Engineering Center 1114,Monica Cardella,08/26/2024 - 12/07/2024,Engineering Center
EGN 6900 - Engineering and Computing Education Research Methods in Context,Tu 5:00PM - 7:40PM,Academic Health Center 4 -202,Stephen Secules,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EGN 6939 - Advanced Special Topics,Tu 2:00PM - 4:40PM,Academic Health Center 4 -302,Stephanie Lunn,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EGN 6957 - Professional Development in Engineering and Computing Education,Th 5:00PM - 7:40PM,Engineering Center 1113,Monica Cardella,08/26/2024 - 12/07/2024,Engineering Center
EGS 2053 - Foundations of Interdisciplinary Engineering,MoWe 11:15AM - 12:30PM,Engineering Center 2330,Monica Cardella,08/26/2024 - 12/07/2024,Engineering Center
SOW 3100 - The Social Environment and Human Behavior II,We 10:00AM - 12:50PM,Owa Ehan 102,Bridget Tuttle,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3113 - The Social Environment and Human Behavior I,Mo 9:00AM - 11:50AM,Owa Ehan 100,Shed Boren,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3203 - Introduction to Social Work,Mo 12:00PM - 2:50PM,Owa Ehan 100,Elise Linder,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3232 - Social Welfare Policy and Services I,Tu 2:00PM - 4:45PM,Green Library 137,Shed Boren,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3233 - Social Welfare Policy and Services II,Tu 5:00PM - 7:40PM,Owa Ehan 100,Shed Boren,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3313 - Social Work Practice with Families and Individuals,We 2:00PM - 4:45PM,Green Library 250,Elise Linder,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3350 - Interviewing Techniques Lab,We 5:00PM - 7:40PM,Owa Ehan 222,Elise Linder,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3403 - Social Work Research,Th 9:30AM - 12:15PM,SCH. INTER.&PUBLIC AFFAIRS 103,Shivani Kaushik,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 3620 - Social Work and Human Diversity,Mo 5:00PM - 7:40PM,Green Library 100B,Courtney Wilson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 4322 - Social Work Practice with Groups,We 9:00AM - 11:50AM,Chem & Physics 111,Victoria Gray,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 4332 - Social Work Practice with Communities and Organizations,We 2:00PM - 4:45PM,Chem & Physics 115,Shed Boren,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 4522 - Field Seminar I,We 12:00PM - 1:50PM,Academic Health Center 3 - 205,Rocio Lopez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 4523 - Field Seminar II,We 12:00PM - 1:50PM,Deuxieme Maison 193,Elise Linder,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 4654 - Child Welfare: Policy and Practice,Mo 2:00PM - 4:45PM,Green Library 165,Natalia Giordano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5105 - Human Behavior and the Social Environment I,Mo 5:00PM - 7:40PM,Green Library 166,Bridget Tuttle,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5235 - Social Welfare Policy and Services I,Tu 7:50PM - 10:30PM,Deuxieme Maison 110,Courtney Wilson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5241 - Advanced Child Welfare Policy and Practice,Mo 2:00PM - 4:45PM,Green Library 165,Natalia Giordano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5324 - Theory and Practice With Groups,Th 6:25PM - 9:05PM,Chem & Physics 103,Victoria Gray,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5342 - Social Work Practice with Individuals and Families,Th 5:00PM - 7:40PM,Graham Center 278B,Natalia Giordano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5342 - Social Work Practice with Individuals and Families,We 5:00PM - 7:40PM,Charles E. Perry (PC) 447,Natalia Giordano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5344 - Theory and Practice with Communities and Organizations,Tu 5:00PM - 7:40PM,Graham Center 288,Courtney Wilson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5379L - Interviewing Skills Lab,Th 7:50PM - 10:30PM,Graham Center 278B,Natalia Giordano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5379L - Interviewing Skills Lab,We 7:50PM - 10:30PM,Charles E. Perry (PC) 447,Natalia Giordano,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5404 - Social Work Research Methodology,Tu 5:00PM - 6:15PM,Owa Ehan 102,Nicole Fava,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5532 - Field Practicum I,Th 5:00PM - 6:15PM,Chem & Physics 111,Pilar Siman,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5629 - Social Work Practice with Diverse Populations,Mo 7:50PM - 10:30PM,Green Library 132,Courtney Wilson,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5641 - Understanding the Process of Aging,We 7:50PM - 10:30PM,Green Library 137,Shivani Kaushik,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 5710 - Current Issues in Addiction Practices,Mo 5:00PM - 7:40PM,Green Library 137,Ryan Roelans,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6114C - Assessment and Treatment of Addiction and Related Problems,Mo 7:50PM - 10:30PM,Green Library 137,Jenny Gomez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6125 - Human Behavior and the Social Environment II-Psychopathology,Mo 7:50PM - 10:30PM,Deuxieme Maison 190,Bridget Tuttle,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6236 - Social Welfare Policy and Services II,Th 7:50PM - 10:30PM,Green Library 137,Richard Beaulaurier,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6351 - Clinical Intervention in Couple and Family Social Work Practice,Th 6:25PM - 9:05PM,Chem & Physics 107,Bridget Tuttle,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6425 - Clinical Assessment and Intervention Planning,Tu 6:25PM - 9:05PM,Graham Center 277,Victoria Gray,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6425 - Clinical Assessment and Intervention Planning,Tu 2:00PM - 4:45PM,Paul Cejas Architecture 167,Victoria Gray,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6435 - Evidence-Based Social Work Practice,Th 5:00PM - 7:40PM,"Comp, Arts, Sci & Educat 136",Richard Beaulaurier,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6533 - Field Practicum II,Tu 5:00PM - 6:15PM,Owa Ehan 105,Nicole Neufeld,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 6534 - Field Practicum III,Th 5:00PM - 6:15PM,Chem & Physics 107,"Nicole Neufeld,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 7216 - Social Welfare Policy,Mo 2:00PM - 4:45PM,Academic Health Center 4 -202,Mario De La Rosa,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 7406 - History and Systems of Social Work Research,We 9:30AM - 12:15PM,Academic Health Center 5 580,Shanna Burke,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 7492 - Theory Development and Research Methods in Social Welfare,Tu 9:30AM - 12:15PM,TBA,Sofia Fernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
SOW 7916 - Supervised Research,Tu 2:00PM - 4:45PM,Academic Health Center 5 580,Berenice Castillo,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDG 3321 - Managing Teaching Environments: Instructional Decisions and Classroom Management,Mo 5:00PM - 7:40PM,Ziff Education Bldg 110,"Elizabeth Urgell,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDG 3321 - Managing Teaching Environments: Instructional Decisions and Classroom Management,We 5:00PM - 7:40PM,"Comp, Arts, Sci & Educat 136","Elizabeth Urgell,",08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDG 4990 - Starting Your Journey: Introduction to the Teaching Profession,We 5:00PM - 7:40PM,Ziff Education Bldg 233,Melanie Morales,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,08/28/2024 - 08/28/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,09/11/2024 - 09/11/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,09/25/2024 - 09/25/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,10/09/2024 - 10/09/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,10/23/2024 - 10/23/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,11/06/2024 - 11/06/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,11/20/2024 - 11/20/2024,Modesto A. Maidique Campus
EDG 7362 - Instruction: Theory and Research,We 5:00PM - 7:40PM,Ziff Education Bldg 266,Keisha Mcintyre-Mccullough,12/04/2024 - 12/04/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Ziff Education Bldg 266,"Remy Dou,",08/26/2024 - 08/26/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 445,Sarah Mathews,09/09/2024 - 09/09/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 445,"Remy Dou,",09/23/2024 - 09/23/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 445,Sarah Mathews,10/07/2024 - 10/07/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 445,"Remy Dou,",10/21/2024 - 10/21/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 445,Sarah Mathews,11/04/2024 - 11/04/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 445,"Remy Dou,",11/18/2024 - 11/18/2024,Modesto A. Maidique Campus
EDG 7923C - Doctoral Seminar in Curriculum Studies,Mo 5:00PM - 7:40PM,Charles E. Perry (PC) 445,Sarah Mathews,12/02/2024 - 12/02/2024,Modesto A. Maidique Campus
EEC 3204 - Issues in Early Childhood Education,Mo 5:00PM - 7:40PM,Ziff Education Bldg 263,Charles Bleiker,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
"EEC 3751 - Collaborative Approaches to Self-Regulation, Empathy and Problem Solving",Th 5:00PM - 7:40PM,Ziff Education Bldg 163,Daniela Foerch,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EEC 4250 - Curriculum and Instruction in Early Childhood Education,TuTh 9:30AM - 10:45AM,Ziff Education Bldg 263,Angela Salmon,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EEC 6277 - Thinking and Learning in the 21st Century,We 6:25PM - 9:05PM,Ziff Education Bldg 115,Angela Salmon,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,09/04/2024 - 09/04/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,09/18/2024 - 09/18/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,10/02/2024 - 10/02/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,10/16/2024 - 10/16/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,10/30/2024 - 10/30/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,11/13/2024 - 11/13/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,11/27/2024 - 11/27/2024,Modesto A. Maidique Campus
EEX 4067 - Instructional Practices in Exceptional Student Education II,We 2:00PM - 4:40PM,Ziff Education Bldg 135,Melanie Morales,12/04/2024 - 12/04/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,Charles E. Perry (PC) 449,Kyle Bennett,08/29/2024 - 08/29/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,Charles E. Perry (PC) 449,Kyle Bennett,09/12/2024 - 09/12/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,Charles E. Perry (PC) 449,Kyle Bennett,09/26/2024 - 09/26/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,Charles E. Perry (PC) 449,Kyle Bennett,10/10/2024 - 10/10/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,Charles E. Perry (PC) 449,Kyle Bennett,10/24/2024 - 10/24/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,TBA,Kyle Bennett,11/07/2024 - 11/07/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,Charles E. Perry (PC) 449,Kyle Bennett,11/21/2024 - 11/21/2024,Modesto A. Maidique Campus
EEX 7933 - Advanced Topics in Special Education,Th 5:00PM - 7:40PM,Charles E. Perry (PC) 449,Kyle Bennett,12/05/2024 - 12/05/2024,Modesto A. Maidique Campus
LAE 4405 - Children's Literature,We 5:00PM - 7:40PM,"Comp, Arts, Sci & Educat 143",Laura Monsalvatge,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,08/29/2024 - 08/29/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,09/12/2024 - 09/12/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,09/26/2024 - 09/26/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,10/10/2024 - 10/10/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,10/24/2024 - 10/24/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,11/07/2024 - 11/07/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,11/21/2024 - 11/21/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,Th 11:00AM - 1:40PM,Ziff Education Bldg 101,Barbara King,12/05/2024 - 12/05/2024,Modesto A. Maidique Campus
MAE 4310 - Content and Methods of Teaching Elementary Math,We 5:00PM - 7:40PM,Ziff Education Bldg 101,Mercedes Gimenez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,08/29/2024 - 08/29/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,09/12/2024 - 09/12/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,09/26/2024 - 09/26/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,10/10/2024 - 10/10/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,10/24/2024 - 10/24/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,11/07/2024 - 11/07/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,11/21/2024 - 11/21/2024,Modesto A. Maidique Campus
MAE 4312 - Advanced Content and Methods of Teaching Elementary Mathematics,Th 2:00PM - 4:40PM,Ziff Education Bldg 101,Barbara King,12/05/2024 - 12/05/2024,Modesto A. Maidique Campus
MAE 6745 - Current Trends and Issues in Mathematics Education,Tu 5:00PM - 7:40PM,Ziff Education Bldg 101,Maria Fernandez,08/26/2024 - 12/07/2024,Modesto A. Maidique Campus
RED 3313 - Language and Literacy Development,Tu 10:00AM - 12:40PM,Ziff Education Bldg 147,Maria Tsalikis,08/27/2024 - 08/27/2024,Modesto A. Maidique Campus
RED 3313 - Language and Literacy Development,Tu 10:00AM - 12:40PM,Ziff Education Bldg 147,Maria Tsalikis,09/10/2024 - 09/10/2024,Modesto A. Maidique Campus
RED 3313 - Language and Literacy Development,Tu 10:00AM - 12:40PM,Ziff Education Bldg 147,Maria Tsalikis,09/24/2024 - 09/24/2024,Modesto A. Maidique Campus
RED 3313 - Language and Literacy Development,Tu 10:00AM - 12:40PM,Ziff Education Bldg 147,Maria Tsalikis,10/08/2024 - 10/08/2024,Modesto A. Maidique Campus
RED 3313 - Language and Literacy Development,Tu 10:00AM - 12:40PM,Ziff Education Bldg 147,Maria Tsalikis,10/22/2024 - 10/22/2024,Modesto A. Maidique Campus
RED 3313 - Language and Literacy Development,Tu 10:00AM - 12:40PM,Ziff Education Bldg 147,Maria Tsalikis,11/05/2024 - 11/05/2024,Modesto A. Maidique Campus
